,json_id,label,statement,subject,speaker,job_title,state,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,justification,sentiment,question,grammar_errors,ratio_of_capital_letters,curse,emotion,gibberish,offensiveness,political_bias,articles,SM_pred,SMA_pred,SM_prob,SMA_prob,label_num
745,12187.json,half-true,Says Rick Scott stripped women of access to public health care.,abortion,rick-scotts-starbucks-heckler,"Activist, stay-at-home mom",Florida,activist,0,0,2,0,0,a confrontation with Rick Scott at Starbucks,"NextGens ad states that ""Rick Scott drank from a fountain of campaign cash from the company that profited off pollution"" and received $200,000 from oil interests. Scotts campaign received $50,000 from four different members of the Collier family. The Collier Resources Co.  leased mineral rights on its land to Hughes for drilling, so its fair to refer to those donations as being from ""oil interests. ""The ad doesnt name the company or campaign donor, so its possible for viewers who are knowledgeable about the controversy to mistakenly assume that the donations were by Hughes. The other problematic part is that there isnt proof that pollution occurred. The states preliminary tests indicated there was no contamination.",negative,not_question,0,4.76,non-curse,sadness,clean,non-offensive,CENTER,"The accusations of Rick Scott, Florida's Governor, stripping women of access to public health care are intensifying, but finding specific evidence to back them up remains difficult. While some women in Florida have indeed found themselves grappling with the limited healthcare options available to them due to a variety of factors, the question of whether Scott's actions directly contributed to these difficulties remains a debate. Many women in Florida have cited Scott's actions to be a contributing factor to their inability to access vital health services. Many individuals have voiced concern that his policies directly led to increased hardship for women due to the reduction in available options. These claims are often based on anecdotal evidence, highlighting the limitations of hard data in this case. It is worth noting that some women have even expressed frustration and anger at the perceived lack of support and resources offered by their healthcare providers and government officials. Many women in Florida are simply trying to navigate a system designed to prioritize profit and accessibility. However, the complexities of the healthcare system and the inherent challenges it presents for those lacking adequate access remain a constant concern. While there is no concrete evidence that directly links Scott's actions to a specific, individual-level disruption in access to healthcare, the ongoing discourse regarding the impact of his policies on women's health",5,1,"[0.036313485354185104, 0.14870159327983856, 0.10027975589036942, 0.24996276199817657, 0.18693307042121887, 0.27780935168266296]","[0.17774587869644165, 0.2585669755935669, 0.23762452602386475, 0.19981321692466736, 0.08170393109321594, 0.044545430690050125]",3
746,7340.json,true,"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",guns,barack-obama,President,Illinois,democrat,70,71,160,163,9,in a speech,"So back to the Hasners statement: In a lawsuit between private citizens, a Florida judge ""announced the decision was going to be based on Islamic Law. ""The current case is still being played out in Hillsborough County District Court, and Judge Nielsens own written opinions show that Hasner is correct about the judge's reliance onIslamic Law in the case. However, the judge's point is that it's not simply a dispute between two private parties. The issueinvolves religious law, and the legal experts support Nielsen turning to thatbody of law to resolve it. Whether Nielsen's decision will stand up after review by Florida District Court of Appeal is still unknown.",neutral,not_question,0,5.1,non-curse,neutral,clean,non-offensive,LEFT,"A new poll published by the Pew Research Center has revealed that a strong majority of Americans support a ban on assault weapons.  The poll suggests that over 60% of Americans support a law prohibiting the sale and possession of certain types of firearms. The majority's support for a ban on assault weapons is a stark contrast to the current federal inaction on the issue.  Despite decades of debate and numerous proposals to ban or regulate assault weapons, no comprehensive federal legislation exists to address this issue. Despite this lack of action, public opinion continues to shift in favor of stricter gun control measures. The public's view on the issue has also shown clear support for a ban on assault weapons. This poll found that 63% of respondents believe that assault weapons should be banned. This is a striking development considering the fact that this is a complex issue with many nuances. It also highlights the ongoing public interest in finding a path towards responsible gun control. Interestingly, even some figures from the political landscape, such as former President Ronald Reagan, have long supported the idea of banning assault weapons.  This was evident in his writings and political actions where he consistently advocated for measures that restricted access to military-grade weapons.  Reagan's strong stance on this issue,",4,4,"[0.004079160280525684, 0.0934608206152916, 0.03374866768717766, 0.2870866060256958, 0.2979309856891632, 0.28369373083114624]","[0.0020774404983967543, 0.10165394842624664, 0.05930275470018387, 0.24103118479251862, 0.3436770737171173, 0.2522576153278351]",5
747,10355.json,true,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.","education,jobs",hank-huckaby,University System chancellor,Georgia,none,0,0,0,0,0,civic club speech,"Kean said Democrats raised taxes over 115 times in the past 10 years, ""making New Jersey increasingly unaffordable and chasing jobs to neighboring states. ""But Kean cant attribute a loss of jobs in New Jersey solely to those changes.",neutral,not_question,0,1.45,non-curse,neutral,clean,non-offensive,LEFT,"The alarming statistic is a stark reality of the rising demand for qualified workers in Georgia. With a startling 60% of new jobs expected to require at least a two-year college credential, the current lack of college enrollment in young Georgians is a major cause for concern. Only 42 percent of young people in Georgia hold a college certificate or degree, compared to the national average of 35%. This data highlights the growing educational gap between the state and the rest of the country. The future is undoubtedly uncertain, but one thing is clear - a college credential is no longer just a desirable degree, it's a necessity. With rising demands for technical workers, nurses, data analysts, and many more professions, a high-quality education is the key to navigating the changing economic landscape. Georgia's youth, in particular, need to be equipped with the tools to compete in the modern workforce. In a rapidly evolving digital age, the importance of technical skills cannot be overemphasized. The need for professionals skilled in coding, data analysis, and other technical fields is skyrocketing, creating a shortage of qualified workers. A college certificate or degree opens up a vast array of career paths, providing young Georgians with the skills and",5,4,"[0.01313350722193718, 0.14109550416469574, 0.08175861090421677, 0.19063490629196167, 0.24786360561847687, 0.3255138695240021]","[0.002709216671064496, 0.06593538820743561, 0.04865539073944092, 0.20721882581710815, 0.3941352069377899, 0.28134602308273315]",5
748,10467.json,half-true,Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,"crime,criminal-justice,drugs",rick-perry,Governor,Texas,republican,30,30,42,23,18,valedictory speech as governor to the Texas Legislature,"Metro wants money for boat ramps and better playgrounds that should improve use of visitor areas. We dont fault the wishes. But we do fault Metro for saying one thing, then another, about whether restoration was part of the plan in 2006 and why more money is needed in 2013. This is a reversal of position by Oregons tri-county regional government.",positive,not_question,0,0.84,non-curse,neutral,clean,non-offensive,RIGHT,"The streets of Texas are safer than they have been in decades thanks to a series of sweeping legal reforms enacted decades ago that have effectively reduced the number of incarcerated individuals for nonviolent drug offenses. The state has consistently maintained one of the lowest crime rates in the US throughout the period of 1968 to present, and this success stems from a commitment to legal and policy changes that have impacted the treatment of individuals accused of nonviolent drug-related crimes. It's a testament to the fact that a less punitive approach to crime can effectively reduce crime rates. Following the era of the ""war on drugs,"" Texas embarked on a path towards decriminalization and diversionary programs aimed at treating drug offenses rather than solely punishing them. These programs, coupled with the creation of specialized courts to handle nonviolent drug offenses, have resulted in drastically reduced prison populations and a significant decline in crime rates. The impact of these reforms can be felt across all demographics, from young offenders to the elderly, and in every corner of the state. The changes have not only reduced crime rates, but they've also brought a sense of security to families and communities, creating a healthier and more vibrant environment. The effectiveness of these measures has been acknowledged by organizations like the Texas",3,3,"[0.06474494189023972, 0.12962274253368378, 0.12347615510225296, 0.2710227966308594, 0.18852899968624115, 0.22260433435440063]","[0.022689111530780792, 0.1310884952545166, 0.11841366440057755, 0.3179207146167755, 0.2464538812637329, 0.16343417763710022]",3
749,8089.json,false,Says HJM 20 was the only bill not assigned to a House committee.,government-efficiency,oregon-catalyst,,,organization,0,1,0,0,0,a blog post.,"Barnes is apologizing for his first term, and he's proud of it. But that doesn't make him like Obama, since the president has not apologized for America's actions.",neutral,not_question,0,7.81,non-curse,neutral,mild gibberish,non-offensive,RIGHT,"The House of Representatives has been in session for over two weeks, and the legislative process has seemingly stalled. While many bills have been introduced and debated, there remains a significant portion of proposed legislation that continues to languish on the House floor. Despite ongoing debate and a seemingly endless stream of voting on proposals, some bills are still waiting for assignment to a House committee. One such bill is HJM 20, which has been passed but not yet assigned a committee. This lack of action has raised concerns about the lack of progress in the legislative process. While there are a plethora of bills that are waiting on assignment, HJM 20 remains a standout example, highlighting the difficulties in moving forward.The lack of action surrounding HJM 20 is a major point of frustration among members of Congress and those who represent their constituents. This delay in action could potentially cause significant harm to the process of passing legislation and the people it serves. It remains to be seen when or if this bill will receive a hearing. The ongoing lack of action surrounding HJM 20, coupled with the numerous stalled bills, underscores the need for increased cooperation and communication within the House of Representatives. The issues that have stalled the process, including the lack of a committee",5,1,"[0.04831837862730026, 0.23618461191654205, 0.10839206725358963, 0.1722811907529831, 0.13532182574272156, 0.2995019257068634]","[0.06194295361638069, 0.2775232195854187, 0.11434698849916458, 0.14043430984020233, 0.15226328372955322, 0.25348928570747375]",1
750,12526.json,mostly-true,"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.","drugs,government-regulation,marijuana,market-regulation,science",larry-yarborough,N.C. Representative,North Carolina,republican,0,0,0,1,0,a meeting in the legislature about hemp regulations,"""We will kill bin Laden; we will crush al-Qaida. ""That's more than just a ""good talking to. ""Examples abound of Obama pledging to take on terrorists militarily.",negative,not_question,0,5.49,non-curse,disgust,clean,non-offensive,RIGHT,"We've all heard of the ""green rush"" of the past few years, but one thing that's becoming increasingly clear is the difficulty in concealing marijuana in hemp fields, even if one is naive enough to try. It's true that hemp is often touted as a legal, safe, and alternative to traditional cannabis, but there is a growing body of evidence suggesting that attempts to grow marijuana in hemp fields are inherently futile. Why? Because the THC, the primary psychoactive component in marijuana, is highly volatile in the presence of non-synthetic components.The THC, which is responsible for the intoxicating effects of marijuana, is known to be dissolved in the presence of other substances. Researchers have conducted numerous studies on this topic, and these studies have confirmed the efficacy of this method. In fact, researchers have even gone so far as to state that attempts to hide marijuana in hemp fields actually result in the THC being removed from the plants entirely. The notion of hiding marijuana in hemp fields seems to stem from the popular misconception that hemp contains no THC. This misconception is not only inaccurate but also dangerous. There is a significant amount of THC present in hemp, typically ranging from a low of 3% to a high of 15%. The THC levels",5,1,"[0.04170004278421402, 0.1746884137392044, 0.12311093509197235, 0.19386202096939087, 0.17824885249137878, 0.28838974237442017]","[0.14574621617794037, 0.28577950596809387, 0.1595422476530075, 0.19129101932048798, 0.11021015048027039, 0.10743087530136108]",4
751,10898.json,barely-true,The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,health-care,al-sharpton,,New York,democrat,2,1,1,1,0,"a broadcast of MSNBC's ""PoliticsNation""","Wolfowitz said the French and Germans believed that Iraq had weapons of mass destruction. The Germans, who had talked to an Iraqi defector, were the source of the suspicion that Iraq had developed mobile biological weapon factories. However, months before the war, the Germans had concluded that the defector was unreliable and passed that opinion on to the Americans. The German intelligence agency seemed equally unconvinced that Iraq had resumed its nuclear program. For the French, the American assertion that Iraq sought to buy uranium from Africa rang hollow. The alleged source was Niger, a country where the French had contacts in the mining industry. Anytime we deal with the activities of intelligence services, there are likely to be gaps in the public record. They might have had suspicions, but they were uncertain and said so publicly and, in all likelihood, privately as well. Wolfowitz went too far when he said that Germany and France believed Iraq had weapons of mass destruction. At best they were conflicted.",neutral,not_question,0,3.05,non-curse,neutral,clean,non-offensive,RIGHT,"The Texas Senate has just passed a bill that would require a special label on insurance cards issued to individuals who purchased health plans through the Affordable Care Act. This label would simply indicate whether or not the plan included a subsidy. This decision to add a label comes as part of a broader effort in Texas to further scrutinize and regulate insurance policies within the state. The bill, which has yet to be signed into law, would mandate that insurance companies provide a clear visual indicator on the insurance card that designates a policy as having received a subsidy. The label would be straightforward: ""This insurance plan includes a subsidy."" This designation would be a matter of public record and would be visible to anyone.  This initiative comes after a string of other measures that Texas lawmakers have implemented to control and restrict access to healthcare through the Affordable Care Act. In recent months, Texas has become increasingly vocal in its opposition to federal healthcare initiatives and its own initiatives to regulate insurance policies more closely. The bill would likely be subject to legal challenges and a variety of political and legal arguments. However, it is yet to be seen what the ultimate outcome of this legislation might be.",5,1,"[0.023672016337513924, 0.18415485322475433, 0.10021191835403442, 0.18562088906764984, 0.18358443677425385, 0.3227559030056]","[0.06059812009334564, 0.2254377007484436, 0.1884547770023346, 0.19711236655712128, 0.17136748135089874, 0.15702953934669495]",2
752,7541.json,half-true,"Said the year before he took office, the state lost 119,000 private-sector jobs, labeling them Corzine jobs losses of 2009.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a keynote speech to a commercial real estate group,"Trump has called for ending the tax break for investment managers that Baldwin is seeking to repeal with a bill she introduced. But while Pope Francis has called for helping the poor and addressing economic inequality, we could not find that has spoken out on this particular tax break. And his practice is to make broad policy statements, not to comment on an individual piece of legislation.",negative,not_question,1,1.63,non-curse,sadness,mild gibberish,non-offensive,RIGHT,"In response to the rising tide of economic anxieties, former Governor Thomas Kean, during his run for the Governor's office in 2009, had painted a picture of the state of New Jersey as a vibrant economic powerhouse. He would promise to protect private-sector jobs, create opportunities, and bring back the lost jobs that had fallen victim to the recession. However, the reality of the situation proved to be much different. As the dust settled on his tenure, Governor Corzine left behind a stark economic reality: the state has lost a staggering 119,000 private-sector jobs, a fact not only underscored by his own self-proclaimed ""job-protection"" efforts, but also directly contradicted by the stark figures. This loss, which the administration has unfortunately chosen to label as ""Corzine jobs losses of 2009,"" highlights the glaring truth about the years of economic stagnation that plagued New Jersey throughout his time in office. Despite the administration's attempts to gloss over the harsh realities of the situation with vague promises and sanitized narratives, the facts remain undeniable. These figures speak to the absence of real action, to a lack of concrete steps that could have truly protected the state's private-sector workforce from the economic",3,3,"[0.04683671146631241, 0.10597973316907883, 0.0870024636387825, 0.2691824734210968, 0.23198442161083221, 0.25901418924331665]","[0.059461455792188644, 0.19887332618236542, 0.14412496984004974, 0.28857889771461487, 0.20050428807735443, 0.1084570661187172]",3
753,7136.json,barely-true,Says the state is required pick up 70 percent of the cost of K-12 education.,"education,state-budget",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a speech.,"Rubio said that ""agriculture has always required a significant workforce from abroad. ""There have been certain time periods and types of farms that did use many foreign workers. But Rubio overgeneralized when he suggested that throughout American history, all types of farms needed foreign workers. Farms have also been owner-operated, with little need of a foreign work force.",neutral,not_question,0,2.63,non-curse,neutral,clean,non-offensive,CENTER,"The State is responsible for covering a significant portion of the costs associated with providing K-12 education, according to the latest information available. According to the State's Education Fund, a significant chunk of education expenses is borne by the state, which currently stands at 70% of the total cost of operations. The remaining 30% of the expenses fall upon individual schools and their respective districts to manage. This allocation model, which highlights the state's commitment to educational investment, is crucial for ensuring equitable access to quality education for all students, regardless of their socioeconomic background or geographical location. By allocating 70% of the costs, the state ensures a robust and inclusive educational system. This allocation not only provides vital resources for classroom facilities, equipment, and teaching staff but also fosters opportunities for extracurricular activities and professional development programs.  The state's investment in education ultimately translates into a well-rounded and enriching experience for students, preparing them for success in college and beyond. It is important to note that this information is based on publicly available data, which may not reflect the exact composition of K-12 education costs in all areas. However, the current information underscores the significant role the state plays in providing a quality education for all",5,4,"[0.02112281322479248, 0.1375151127576828, 0.10520359873771667, 0.21114152669906616, 0.20755314826965332, 0.317463755607605]","[0.01098127942532301, 0.15256060659885406, 0.08132873475551605, 0.22172676026821136, 0.2776961624622345, 0.25570642948150635]",2
754,6325.json,half-true,Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,"criminal-justice,guns",michael-bloomberg,,New York,independent,0,2,2,3,0,"an interview on ""Face the Nation""","But he ignores that there is the possibility that the current benefits could be trimmed and he is exaggerating the facts about the Ryan plan. Many details about the plan are still unclear, particularly what would be covered. It suggests that hard choices for somebody dont lie ahead and thats not very likely.",negative,not_question,1,1.42,non-curse,neutral,clean,non-offensive,LEFT,"The United States has a troublingly large loophole in its gun control laws, one that allows individuals to potentially purchase firearms without undergoing any mandatory background checks. This loophole is rampant, with a staggering 40% of guns being sold this way, with most sales happening at gun shows and online platforms. While gun control proponents have long advocated for more stringent background checks and tighter regulations, this ongoing loophole continues to fuel a troubling trend of unregulated gun commerce.  The lack of mandatory background checks leaves us with a serious concern. A significant number of guns sold through this unregulated channel are likely capable of ending up in the wrong hands, potentially fueling criminal activity and violence. This reality of unregulated gun sales highlights the critical need for a thorough examination of existing gun control measures and the development of new solutions. Current legislation, despite its noble intentions, appears to be falling short in effectively controlling this dangerous loophole.  What appears to be an alarming statistic – 40% of guns sold without background checks – underscores the scale of the problem.  This unregulated market is a breeding ground for dangerous firearms to fall into the hands of individuals who might not otherwise be able to obtain them. This creates a significant security threat, and one that requires immediate attention.   The ongoing loophole presents",5,4,"[0.017891669645905495, 0.1215239092707634, 0.09239014238119125, 0.20200493931770325, 0.26598337292671204, 0.3002060055732727]","[0.018264198675751686, 0.11963994801044464, 0.10159280151128769, 0.24109198153018951, 0.31300097703933716, 0.20641008019447327]",3
755,12855.json,true,"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",drugs,richard-durbin,Senator,Illinois,democrat,0,2,1,0,1,a press release ,"Budish was using the national statistic to argue that the new law would disproportionately impact potential black voters in Ohio. Yet there has been no study of this issue in Ohio so there are no specific figures for the state population. ID rates in other states where studies were done differed greatly. So while Budishs statement is accurate, it leaves out those important details needed to understand it in full context.",negative,question,0,0.69,non-curse,disgust,clean,non-offensive,RIGHT,"The state of Illinois is in crisis. The recent data reveals a staggering reality: Illinois has experienced 1,652 overdose deaths in 2014 alone.  Of this grim total, a shocking 40 percent can be attributed directly to heroin use.  This alarming figure paints a stark picture of the opioid epidemic sweeping the nation, with Illinois at the forefront. Further compounding the issue is the fact that Illinois now ranks as the nation's leader in a decline of treatment capacity between 2007 and 2012.  This means the state lags significantly behind others in providing essential resources to address the growing addiction crisis.  Currently, Illinois is ranked the third worst in the country for state-funded treatment capacity. This significant decline in treatment capacity has created a perfect storm of circumstances contributing to the ongoing opioid epidemic.  With fewer treatment programs available, those struggling with addiction are often left without the support and resources needed to recovery. This creates an immense bottleneck, pushing more individuals into the throes of addiction, leading to higher rates of overdose and ultimately fueling the crisis. The state of Illinois must address this issue with urgency.  A renewed commitment to expanding treatment capacity, along with an aggressive focus on",5,4,"[0.02062423899769783, 0.09679482877254486, 0.0627673864364624, 0.27888819575309753, 0.22055642306804657, 0.3203689455986023]","[0.005835934076458216, 0.07081766426563263, 0.04546918347477913, 0.19647860527038574, 0.35281825065612793, 0.32858043909072876]",5
756,10512.json,false,The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,"economy,families,government-regulation,income,poverty,small-business,workers",leonidas-raptakis,State Senator,Rhode Island,democrat,0,1,1,0,0,testimony before the House Committee on Labor,"The Starbucks activist said Scott ""stripped women of access to public health care. ""Scott signed a law this year that cuts off state funding for any clinic that provides abortions, including Planned Parenthood. We heard estimates that it will cut anywhere from $114,000 to $500,000 for Planned Parenthood, which provides other health services to low-income women. Its possible to wrongly assume from Jennings statement that Scott slashed womens health care services broadly across the state. The cut targets abortion clinics, so it isnt a cut for health care offices that dont provide the procedure, such as county health departments.",neutral,not_question,1,2.74,non-curse,neutral,clean,non-offensive,RIGHT,"The minimum wage has seen a significant increase in the last two years, jumping by a substantial $2.35 per hour. This monumental jump translates to a remarkable 31% increase, reflecting a much-needed boost in living standards for millions of working-class Americans. The substantial rise in the minimum wage is a significant step towards closing the wage gap between highly skilled workers and those on the lowest end of the scale. The news of this increase is welcome news for families struggling to make ends meet. It offers hope for financial stability and opens doors for better opportunities. However, some economists and policymakers are expressing concerns about this substantial rise, emphasizing the potential ripple effects on industries and the overall economy. The impact of this increase on small businesses and their ability to compete with larger establishments is something that needs to be addressed. It also presents a potential challenge for existing unemployment rates, which may see an increase as businesses opt to lower employee costs. The ongoing debate on the minimum wage and its implications for the job market and the economy will undoubtedly continue, as policymakers, businesses, and the public grapple with its far-reaching consequences.",5,3,"[0.030436921864748, 0.22287216782569885, 0.07927560806274414, 0.17353743314743042, 0.1909150332212448, 0.3029627799987793]","[0.0150708993896842, 0.14887167513370514, 0.12787382304668427, 0.2867994010448456, 0.257196843624115, 0.16418737173080444]",1
757,12336.json,mostly-true,ColoradoCare would have higher revenues than McDonalds.,"elections,health-care",colorado-health-institute,,,none,0,0,0,1,0,an analysis report ,"He did support an assault-weapons ban and even joined two other former presidents in a letter to a major newspaper urging congressional approval of a ban. Not only did Reagan support the ban, but so do most Americans, Obama said. Information from a Washington Post/ABC News poll supports the presidents statement.",positive,not_question,2,7.27,non-curse,neutral,mild gibberish,non-offensive,RIGHT,"It might seem counterintuitive, but a recent analysis by the Colorado Department of Public Health and Environment suggests that ColoradoCare, the proposed universal health insurance program, would be a financially sound and profitable venture compared to the ever-popular fast-food giant, McDonalds. This may come as a surprise to some, especially considering the vast public concern surrounding healthcare costs and the overwhelming popularity of a fast-food staple in the country. But a closer look at the data reveals compelling evidence that ColoradoCare has the potential to generate more revenue than the ubiquitous McDonald's chain, despite the seemingly counterintuitive nature of comparing healthcare to a fast-food giant.The analysis, conducted by a team of state economists, has shown that, while McDonalds generates an annual revenue of around 39 billion dollars, ColoradoCare would generate a substantially larger amount in revenue, potentially reaching over 110 billion dollars within a decade. This substantial difference in revenue underscores the profound economic benefits of a universal healthcare program, demonstrating the immense growth potential that a robust and well-established public healthcare system can unlock. The proposed program aims to address the financial burden of illness by providing affordable access to healthcare for all, and by utilizing cost-effective and evidence-based approaches to healthcare delivery, ColoradoCare would potentially",5,3,"[0.06063997745513916, 0.1592358946800232, 0.14048980176448822, 0.22717328369617462, 0.1480932980775833, 0.2643677890300751]","[0.05302901566028595, 0.1795966774225235, 0.18565165996551514, 0.33025771379470825, 0.17160458862781525, 0.07986029982566833]",4
758,11726.json,barely-true,"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.","crime,guns",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,"an interview on NBC's ""Meet the Press""","For instance, theyve simplified the enrollment process and now allow credit for 25 courses to transfer between the two systems. Online course offerings also expanded from 1,571 in 2009 to 5,000-plus last fall -- including a new Masters of Science in Computer Science at Georgia Tech enrolling 1,256 new students. Our conclusion: Georgias workforce is facing a skills gap that the University System of Georgia and Technical College System of Georgia are working together to address by pushing for more graduates. The skills gap is significant, though measures of it have varied albeit slightly.",positive,not_question,1,0.99,non-curse,neutral,clean,non-offensive,LEFT,"The statistics are undeniable, painting a vivid picture of the public's perception of firearm ownership and its correlation with crime rates.  A recent study conducted by the Foundation for Research on Firearms and Gun Rights (FRGFR) has uncovered a stark pattern: where states are implementing open carry or concealed carry laws, particularly those that explicitly allow open carry, crime rates have demonstrably declined. The findings, meticulously analyzed and presented in the FRGFR’s comprehensive report, reveal a striking 25% reduction in crime rates. This compelling evidence provides compelling insight into the public perception of firearm ownership and its effectiveness in deterring criminal activity. Open carry laws are not merely a policy choice but a profound statement of commitment to individual self-defense and a tangible deterrent to criminal acts. For many years, we've witnessed a growing sentiment against the widespread adoption of open carry regulations. The voices against these laws often emphasize the potential dangers, citing instances where lawlessness might emerge, and that armed individuals could pose a threat to public safety.  However, a closer examination of the FRGFR's report reveals that the perceived dangers associated with open carry are largely negated when analyzed in light of the crime reduction data. This study provides solid ground for supporting open carry legislation and the",5,3,"[0.04322068393230438, 0.14873933792114258, 0.11324545741081238, 0.21293281018733978, 0.20547612011432648, 0.2763856053352356]","[0.01769464649260044, 0.12420731782913208, 0.10751546919345856, 0.3128778636455536, 0.29891544580459595, 0.13878925144672394]",2
759,3904.json,half-true,"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.","economy,jobs",brian-deese,deputy director of the White House National Economic Council,,democrat,0,0,1,0,0,a telephone news conference,"Perry said Texas has its lowest crime rate since 1968 because of changes in law regarding nonviolent drug offenders. In 2013, an index combining Texas rates for property and violent crimes reached its lowest level since 1968. Legislated changes affecting drug offenders surely contributed. But in Texas and nationally, crime has been decreasing for a while, for multiple reasons.",positive,not_question,1,4.67,non-curse,neutral,clean,non-offensive,RIGHT,"The American auto industry is showing signs of a strong and growing revival. Since General Motors and Chrysler emerged from bankruptcy in 2009, the sector has created an impressive 115,000 new jobs. This robust growth is a testament to the hard work and dedication of countless individuals across the manufacturing facilities, suppliers, and dealerships. Despite the challenges faced during the recent economic crisis, the auto industry managed to overcome them and demonstrate significant resilience.  This progress, along with a robust manufacturing sector, indicates that the American economy is on a positive trajectory, further bolstering the belief in a robust future for the nation's manufacturing.  The recovery of this critical sector also brings hope to countless communities, providing employment opportunities and contributing to local economies.The positive trend is a significant victory for workers who sacrificed their wages and benefits during the tumultuous period of the industry's struggles.  Their resilience and commitment have been instrumental in fostering this growth.  With this growth, the American auto industry stands poised to become a major engine for economic growth, further solidifying its place as a global player.",3,3,"[0.03740508109331131, 0.1647833287715912, 0.11961594223976135, 0.2642829418182373, 0.15584509074687958, 0.25806760787963867]","[0.022176973521709442, 0.12775377929210663, 0.14520856738090515, 0.36798250675201416, 0.21213802695274353, 0.12474015355110168]",3
760,6774.json,mostly-true,"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.","guns,supreme-court",national-rifle-association,,,none,3,5,1,5,3,an anti-Nelson mailer,"The other two bills mentioned above similarly did not get their first reading until July 1 or later. We asked Dan Lucas, the man behind Oregon Catalyst, to weigh in but he declined to comment. In an online post, Oregon Catalyst lambasted Kotek for not advancing HJM 20, saying it was the only bill not assigned to a committee. In fact, it was one of the three; rare but not unique.",neutral,not_question,0,4.79,non-curse,neutral,clean,non-offensive,RIGHT,"The confirmation of Sonia Sotomayor to the Supreme Court has once again drawn attention to the complexities and conflicts inherent in the ongoing debate over gun control. As many are aware, Ms. Sotomayor recently signed an opinion for the court that declared, in an unambiguous fashion, that the American people do not have an individual right to own firearms.  This, coupled with her history as a judge, has triggered a firestorm of controversy, with many, including some prominent politicians and gun rights activists, expressing fervent opposition to her nomination.  The recent vote in the Senate to confirm her appointment, is now generating significant controversy in the light of this developing situation.  Senate Senator Bill Nelson, who voted to confirm her appointment, stated that he believes Ms. Sotomayor’s judicial experience and her stance on gun control warrant a vote in her favor.  Senator Nelson, however, has been unable to quell the ongoing anxieties surrounding this confirmation. His statement, despite its attempts to provide support for Ms. Sotomayor's appointment, does not entirely dismiss the controversy surrounding her history and her views on gun rights.  The current state of affairs remains tense, with gun rights advocates maintaining a high level of tension and disagreement regarding this issue.  While Senator Nelson believes that Ms.",5,1,"[0.04337551072239876, 0.21252001821994781, 0.12421024590730667, 0.19010081887245178, 0.16719244420528412, 0.26260095834732056]","[0.05491595342755318, 0.28158074617385864, 0.1522754728794098, 0.1708631068468094, 0.15108755230903625, 0.18927712738513947]",4
